,HITId,WorkerId,Answer.annotatedResult.boundingBoxes,Answer.annotatedResult.inputImageProperties.height,Answer.annotatedResult.inputImageProperties.width,image_url_x,labeled_image_fnames
137,3B286OTISEUI6928WLDZXKZCWCHAJ4,A1UM0VCYXPZWRQ,"[{""height"":73,""label"":""Shoe"",""left"":90,""top"":83,""width"":138},{""height"":58,""label"":""Shoe"",""left"":48,""top"":96,""width"":64}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe1376.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=iXSevsyz8tzK4ndZZbjzEJALR1RCUWO6wT7wwxzRsARFKfVCSmd5amAxD8PUxKh%2Bg%2FK3Vdo6SMy8dbo12me33Tz6C04yE1AVkP06VBh8O6rw9wNcB%2FPRsNak9K94VHtLz7pyquwA9GZ66PlDJlPgDyqtBD%2Bqzc9yv%2FQcwGqZrvnayJ%2BRIEPvG1%2FQgupdJ4k7GajR36Q3JrLbJdud7Paq%2FbqQ%2Flzh51jjQR2IMwRPsIedmgd6BpWgULJYT2YxEhTEOK6QiDrcxpeipU0vQJa2%2FIVUTYdy5JjBKK%2B1CHFS17%2FwoxpUh9fPEgziPyw8mqi9o%2FkbcK%2FSueEq7iyyA%2FV9hg%3D%3D,shoe_bb_137.png
138,3QTFNPMJC6VFQ711NBLQ7K72EHSZNX,A1HDYTLK36Y0G5,"[{""height"":143,""label"":""Shoe"",""left"":3,""top"":258,""width"":100},{""height"":141,""label"":""Shoe"",""left"":99,""top"":247,""width"":92},{""height"":92,""label"":""Shoe"",""left"":266,""top"":301,""width"":176},{""height"":124,""label"":""Shoe"",""left"":414,""top"":249,""width"":141},{""height"":152,""label"":""Shoe"",""left"":622,""top"":172,""width"":156},{""height"":107,""label"":""Shoe"",""left"":168,""top"":129,""width"":141}]",453,800,https://storage.googleapis.com/shoes_to_label/shoe1208.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=mUmZn6Ao9%2Fy6eYO%2FIh8NfGtFIErrv2AW9t57hOwIvHUnYXw0KcTj55wQYbQrO8FHIy%2BEBAjns0MfiBnVVbdHW3zTg7wmeahl%2F16w3j0b2Odks3t5o0GxCXsoQNg9hTLtzYY5acaXwvXQf7R%2FxwiGGfOFACveD7x49sJSvDjFHiDaxkkjBSSzMnK1zOKVm4fIJlwh3vgMyAJwe%2F3dcEKhqCFSCnwTsPLoHbsFyIK18k8mb4UOUCQn%2FoUsqpFqdNok7rBA2MzH%2FWJjKmZ5qezkUCOfsSXPg2Ulbl22DYNtG3Q2R4xL7HsNAbHTM%2FjpzxC0AIrzeRLhLmk1yTVB5%2Fcn5Q%3D%3D,shoe_bb_138.png
139,3MJ28H2Y1ELZ1EHOH2ENX50C3SQ5OC,A28QUR0QYD2WI7,"[{""height"":144,""label"":""Shoe"",""left"":665,""top"":439,""width"":215},{""height"":79,""label"":""Shoe"",""left"":916,""top"":369,""width"":82},{""height"":117,""label"":""Shoe"",""left"":25,""top"":271,""width"":210},{""height"":102,""label"":""Shoe"",""left"":0,""top"":152,""width"":98}]",667,1000,https://storage.googleapis.com/shoes_to_label/shoe418.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=L%2BFy8JBIPXdNIplkFJR2dDzNuLITON9Jg3Aag8rTTzOBSxQRLjSBgtMrmWAHY401RKef3cFjSytlE5uV8ZGan0ZGbA%2Fbck2fbToXiV09uuNl3Occ2%2BY%2Blj%2Fy%2F7Sre3jMM9%2FUZM%2BeTaCRcbHFJkdQomdCFTq4HOX%2FQV2YWv%2F%2BBTR6VHko2zpBgTMi0nc5X1EtWR8Bt4AvSfMErQQiFtzhL9anmtWHri%2BDuf%2B9BC1AygL87t0GxoIuCUKhw8%2Bz32kE0UmPsrOu0SYxHwvnl5aFSjI5NXxLaum%2FEhLEH29mMJjNHRVV%2BKYFL0cUDLR4gNJ2zjv%2FAjg1B9QXhHLtkGl84A%3D%3D,shoe_bb_139.png
140,3X878VYTIEVKI5IE6SAU8V5U2XUF7F,A2EARNRMFJOSIY,"[{""height"":169,""label"":""Shoe"",""left"":436,""top"":288,""width"":243},{""height"":164,""label"":""Shoe"",""left"":259,""top"":307,""width"":351}]",937,1300,https://storage.googleapis.com/shoes_to_label/shoe235.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=Hre8yxjiS3YUToaNRYG6uaABFkTfH19u4QwWz%2BIGT1J5QjYgZo7m5QfV9gyZ68vkwTmdfKL%2B2lktKcg5wJBIjkRCP%2FOx3yvBBAbQdtkNtmrN4I8uUapAoRbdg5vXUG2rsq6e%2BME0afOvHtcSI11cvOt4Un1VYuOcyfri0RdzHICW%2BxI1puF5yBqohQtaYHtL4h4cAs2SlZKrhL5MiKcUp%2BRwNc%2B3F7Uj3UJp8Rp5gtAxrCluUplat0vkiaXCX1tMRXZkfVKrNtRk75pZta2wltghCf1Xn2Ksn7GUscmKBDguLNsVvoQy5rMessxkWKFYZ0uRdnqbhsyxP6%2B00nlN4w%3D%3D,shoe_bb_140.png
142,3VLL1PIENQ1X8S1DOQL3M9774RXZOC,A1MYCZT6OX9G20,"[{""height"":153,""label"":""Shoe"",""left"":309,""top"":244,""width"":277},{""height"":170,""label"":""Shoe"",""left"":379,""top"":286,""width"":323}]",511,768,https://storage.googleapis.com/shoes_to_label/shoe1209.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=gMOG5%2FaSvFoXSs9iDnENMYB7Ct0EvWQJ68Gj5UUdRUM%2BdVjus5nIbd1JGzgrz6lhcP0D9rsQImbfCWqGkywjbeaRPq1qkGHfUbSuW3jIYHJ4audY5WA3cqFvWBUpV8yxiUYIdOECEFnfEkq%2FBWLODuWmu%2FnC4NvGftLDhA2IMwje5Ptw6pKVCyql3RhbLEI76lkj9kYy7%2BEns7SaWaiorRk4FpMMrqoAYQ7WGx%2Fn30qxMu%2Fdk6%2FxvBQYc%2FKrkMBOpCc5UeZSZIEVphkwrg%2FvqquePv5pdM89tCl4m9HJbWBD69TVYpmymONmvWcKE3l8Ne2vhbIWfgxwmcmRiN9nTg%3D%3D,shoe_bb_142.png
143,3JMNNNO3B1HF7Q73Q53ZGSAMMKY2WK,A1QI0M8JOBQMQ0,"[{""height"":105,""label"":""Shoe"",""left"":25,""top"":61,""width"":229}]",186,271,https://storage.googleapis.com/shoes_to_label/shoe1014.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=VHiVN2UDTV6TuKkW5MoVPtPEYT7ymHtMw5RnyDAmweP4IYtH5X48A6caQ%2BeCH%2B6bFIJqBdfhpd9JAHEJ1CN%2BQArL%2B2RV6yOuualt5gebzHgLKt2gq417udFpR4hcYhC%2Bweo4vzmarHM59q8uVIn4J85CIrJKLPSEIltPHciSV6%2BNDsudIb8OzFkc4CtrRjuF2mjxBAYCIeNgKhpNZuchXSIg3DSMnu1GCpyTj%2ButUxUHAycjwwelKyfc%2BO%2Fz958a0DtavSku0Z32MGQ8zrdEeIXlpJ0XGdcME4%2Fs%2B2oAcjSaRTDn3vf6SO%2F22IZfLyrBQ4Y1FjpobgmdZLKyo5Yxkw%3D%3D,shoe_bb_143.png
144,3V8JSVE8YY3BRBEJYQGO3Q4RUVNYEG,A2XQPCBEHMYRSQ,"[{""height"":115,""label"":""Shoe"",""left"":44,""top"":106,""width"":89}]",261,193,https://storage.googleapis.com/shoes_to_label/shoe419.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=S4jas3tVqS21eCeut2y9Ojk%2BymziNJ83buwQwm%2FhBX4j3%2BKqfGXU%2BMsM5qWjJmqo8tY6dPelzYBcdIEa6ynnTtJ98e%2FhW5g6UMHZikytXF5lQTC069yyCSmbm3LSVU%2BH6CS86bQTBJt9ukWI%2F5sKAxQaAWH7iwTY7oT%2F%2FJcpN2rdRW3O%2FHWm%2BxiXf7uzMU3gA5MhRC%2BXJhqOjt88ae9PoPPaNJysrSWLFB9sjO3xXFcsuNqKCUI7Ip4x%2FZZKWXCgjQXLUwG7tT%2BMkPzmEWIxcfbwjpfFaXuMwrbUnrXtvmaM1jr8joMUmV5wEgeVR%2FhwCdC6kCyk5KCqrtt9q0sMYQ%3D%3D,shoe_bb_144.png
145,3P7QK0GJ3TYJ1LC81SN6FW443M22ZA,AJFS39RTZY3LC,"[{""height"":105,""label"":""Shoe"",""left"":9,""top"":67,""width"":159}]",285,177,https://storage.googleapis.com/shoes_to_label/shoe619.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=EKxyXdp5MGu2Al8k0mL5PmLSJ0YJy4N707LnYkgXlnckYwSp4AU%2FJZ2M545NxQTspe4%2FR%2BuaIE5Y82WdCBxK399rbZVG5lVQ3r%2FAgbipmR1Q4F13xI78MQNEhTESbS21vJZs0lIkYqqlJrPp2GJQ41tXiIYuGeek%2FetqzqNe5QNM%2B0Ie1Z8tWqT%2BHkDb51mHkg8iBpyJ%2Fp6MStxn02qQqppwRVlcC%2BlvNWhjiPnAHQU%2BJtAVjOylBCv%2FLC07wRANWIJM5c9yFI6WwwfRae5nv4Wrtas9PUKJU20xWYGcPvOkVFV0PaLgKNlo9%2BRO8yGOgKzuHhQTOLAIhB4OfP6LLA%3D%3D,shoe_bb_145.png
146,3XEDXEGFX31HGGA8M4GI9TNC2F5K0M,AD1ILDUXZHASF,"[{""height"":98,""label"":""Shoe"",""left"":94,""top"":21,""width"":109},{""height"":50,""label"":""Shoe"",""left"":39,""top"":46,""width"":51}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe236.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=V%2FZGzSAj0sTkVlmbQJ9DGuGKw0zs5RNmUhkg1KBYPZsJ8larwui3hEUbdGxqLAwy%2ByLbdZvHezHbJgv6xdUJW1bFs0ooYOQHeY0LTvojlh34D9desZAPDj5FI8bHDh4FrEQSEc%2BPOiT5UXLgCMqIFsfKhHyhPuq3HhL8YvOqeAP9rog%2BCiqwMyFXGoC5MQ9kqv%2BcF%2BmRhayP3dsmfHX5ZUg4ctO%2Bfiwsv4FG9CmHwjLa7c9e%2FwAtUULS528uiBX7PnjDdKZKkjqTQP8l09Ep0fddv9l5q6Aar%2BzzEx8tLNPzBYNUxA9VlkkcN08stPGYlCp9Osfw1MlGXYLa9%2FdY%2BQ%3D%3D,shoe_bb_146.png
147,36FQTHX3Z34C455BZEL8CO2TIXGB3O,A3JBAUWN5T7E0Q,"[{""height"":144,""label"":""Shoe"",""left"":0,""top"":21,""width"":122},{""height"":166,""label"":""Shoe"",""left"":41,""top"":85,""width"":116}]",262,193,https://storage.googleapis.com/shoes_to_label/shoe62.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=mpwLjv2%2BgdAA%2BclSwV1BksEnjUeL1EmHMXruJEmIwDOmcvXvID3KheegkIT%2F4Hl070hYhacogZUcleb0V0XP6d0kbpuwM0GUqznkrmzLzJYCz2MW2l0KriBYpkAmRppaFiE2KJj3lNc7b1Yb782XLd0l4wsHzXy3pvgLfhrrdR%2B0OUVoL2%2FijbnnvVNGkpfsREcHnGHGSAu9DyztFDxb1o53fFwPBcys1MtwZz3TOzQ3koOUVgIk9XVnHKtKm5lBwEMxnanck7TprVk9%2FdlQFKHRY%2B5rKB%2FOsJjOJhS%2Fg4i5E9F%2FMUcByj05GhgURvWbMBg%2BVns5EhYuh1WiN%2FnPdQ%3D%3D,shoe_bb_147.png
148,3HRWUH63QUFHJTHCGNEAIG07DIL5NX,A3343ON7H5UO3L,"[{""height"":43,""label"":""Shoe"",""left"":121,""top"":39,""width"":42},{""height"":39,""label"":""Shoe"",""left"":120,""top"":94,""width"":38}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe42.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=nN9zzS6y2%2B1FGhumZpJL%2BKNycjcW62%2BAjPLbRv%2FtCvnjqxLHTq1Ixg5cpFvF%2FzPqLL0cbG7W5GXmzL22IAIB7xXrByNyZqyN7AydYoFXlcbgihWGN9jPJtdzmpVHzG52FSaEcJkHYuE45uKVC0RGM66CjQQ05Bzrm9vXBrXR8eiqvTdGfxQriMui%2BcsGIdZgfAgLrccGdF3sQtJWuJ3ZjWUhVXcJEvVP16VswFLt6QWSXF1V44kbK4kVbYzSJzf2aNXY1Rl8k6j1%2BU3%2BnT08xwS09HqbxXOiGf5JWS4RQtoTs439ldYffgLFxLovqEMg4yqYKVy9Axyfed1ynfcMwQ%3D%3D,shoe_bb_148.png
149,3D17ECOUOE8BR7NJXHSJ6CPKWLP13V,A1MYCZT6OX9G20,"[{""height"":115,""label"":""Shoe"",""left"":0,""top"":139,""width"":189}]",267,189,https://storage.googleapis.com/shoes_to_label/shoe1015.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=VuwzAdiavTMLVrq2R3Y14PW2VeTFxMsusYhUdZgItMgFvLUw0MOhTTtRO6SN4hB16od%2FUkr5FSWN7w6GJvvq9zgqB5CMTG3o0neRy9NvBhHuNd3Be7Y3QYwtnf3l8xkxApOR8pfCWUBNRXuaHNcW4B3boKPmN5F75dD3%2FOI%2FComa%2BvZ5r0f0V3MYrnG9Er99WFfITrKcWilUMxMwj%2BlzQn6ackS2ufg5vCpuPzagKJ%2Bm94P3GgXcgy6oo7zBOmbPqdgp8URMF1jMXntiaUGrFMzYnVcyWDu23TOLBY6nIznbCzUakxpcI%2BGljICxptdRidnCjLSHGip8yMdYSu02LQ%3D%3D,shoe_bb_149.png
150,3ZUE82NE0AEOIJNXGX20MV1PDH0F82,A2SFP34EVH2AEI,"[{""height"":78,""label"":""Shoe"",""left"":10,""top"":76,""width"":214}]",194,259,https://storage.googleapis.com/shoes_to_label/shoe237.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=lTrJ2laq8qG%2BBsfV8F5gSdKB9Pm09O7Gfhi8i4BMPGVJaH4WfrNe8TaSpfym2Au4gJo3uCqEQUD1XkhP30xCzpkmDIPZP1Pe6IlM7psFRFKrgscI%2BxW4jA4%2FP9fP4OPQfbkRT%2BpZtzKFIjJPOMJzkiRjkqG%2BKtizdHpfDoSiS9VvMn2wMgHFwfTdwl1cqJGi8%2Bdve9iI7d0NVfrBZ%2BZQyRqGFxuaYMkJq6PmtqGT23sQVSsQDkgoXgr0STMWCdYAPmEX2Ig176bu68jW%2BYNomlYZ%2B1BYXmolu3Cm8R4tTouj9PtI0rtpV94gcBEsjdtf4aPgoVYdpyJJZ3OMK%2FSvmw%3D%3D,shoe_bb_150.png
152,3RWB1RTQDJ009WCRU0Y5YPFTFNNP8F,A38GSW5JQW6NVB,"[{""height"":138,""label"":""Shoe"",""left"":113,""top"":32,""width"":83},{""height"":92,""label"":""Shoe"",""left"":64,""top"":56,""width"":49}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe238.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=sKLM1VCxj0MRSymFXQJFGhw5kRYLMoJlUTXCWV9%2FNwHlglHcS%2B0Mbi0%2B%2B%2BgJ2buJ5y9rYb25Yc7Wc80KuNy%2Bhm81z9YTNObYOy8xapm%2Fs8viHPa9qYn7proodpcXBYDPTEl9GQXDhUz2av5Yqt5uwhFuMRgUVgnflxLkQAJqf6d%2FXzRNxG%2FyZ8xbn5%2BekQkrMsmSFfJKDLNEMmtsybIbLcIqGyyetgc6EJ5V6M13XPbUZlFNz%2BsTp2McA0h19Y%2FCJYTIOMKhe7cEkpXHIMVIVwdrVnAALmFar1gZYETL78TseSUP1pMcqJBidL4ff3AKkbwqYpSQH30M93JX%2Fb2XIA%3D%3D,shoe_bb_152.png
153,3UYRNV2KITC06B0EELLDU0AYF8M8N2,A1PIWVNLBFYV4X,"[{""height"":98,""label"":""Shoe"",""left"":109,""top"":345,""width"":323},{""height"":271,""label"":""Shoe"",""left"":480,""top"":192,""width"":240}]",500,850,https://storage.googleapis.com/shoes_to_label/shoe1016.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=HbFoYR%2Fup8aGXt49JBrZrVoMMM2ox%2FJLOyvHUMD2fp2g1kB0fmx6HDcyd8FJNw4XKohttKpY6NjkOGZmeWDedC2IdQkQFc1vLvh5ACU2I5VuAk0tIvxNlgE%2B%2BZqbtc6ULLBdJFtflp%2BP4nrf0z4SKGTjTsad5WWFgYk%2FSM%2B2pqa4fqUdkjO35F%2BGb8Oo8Yk8FpQdwJsM5ZSHqaFHc%2BdOKZ5Va1V2ZyaqhLtfNbx7UEL4T%2FjuaSvquTMg6Y%2FzUtqzLKBnCg9XBfHpi8pCP21GNXddT5WlUawXCw5lMPLyCw28z%2BxZyXPOjAlr530FUSeqNSlvbAecnYcw%2Bx6oXvs%2Brg%3D%3D,shoe_bb_153.png
154,3UZUVSO3P78BXUP5FNSD9VHKLLAEM7,A1MYCZT6OX9G20,"[{""height"":114,""label"":""Shoe"",""left"":92,""top"":69,""width"":146},{""height"":61,""label"":""Shoe"",""left"":6,""top"":114,""width"":101}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe121.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=OwppMmspAfKfWst67d%2Fh5Qw%2FbBVAdp2mCWrUGZZ4JaRurqBuXYdDvNdM060bjU19GRLvsLbeLQLtTYyAJ2BFjy7azF9CBXAza4nKWA81fEAFuWxQ%2BuU4lnrA%2Fu0E473BcJWthUvHQZg9Cu1Qyw1fUs3IsE7u08AdfOWH0nL1DlzKxYsXao8KC7WtzIIs5cXR%2BtRUIlIImbsO%2Fycv9jUQZGboK2AO1JKrMOFvJDBmipKxW47mzci5HGTNImuSYQQA4qFNU813Id2skiSl0bMnMfXWXzCALqgdyHh0OG5vOq5KhW31k7lyivipOIPGl6skeXimgxrtch9G2YZTGb5GJA%3D%3D,shoe_bb_154.png
155,3B623HUYJ43XMOSJMH2ZTUK427U8SE,A1BSW1IB5IEEZ6,"[{""height"":380,""label"":""Shoe"",""left"":427,""top"":225,""width"":155}]",607,910,https://storage.googleapis.com/shoes_to_label/shoe621.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=erumMV8T46ewE3sIotZ%2F2jWsPcB1IcLEdQs%2BEJIc3NIiXd6uQZfZ4DGCKjHkbaveVPPGeuZVeq5oM620op%2BD30Y5cf0eofB%2FrQUKm3xVGRl81ZnDTofyvDyJEEcvZa57ptkD%2BC%2FerP8jVJBJmrWxQWDRUGiMQFPQoYivRse8btlVSwqPnJyXPjP2OhiopjoGqmcf7%2FvYC7VPhdd66U%2FunjgsHtjfX0bVefAfIUMEBMCGAVrzmAQM2Br15QmfmlKtCcjrctPI9w%2FteGVXuPPuKRvjuACeTW4nn2B2RHCQ0Cw%2BTAwGN0M%2B08ccOlWbqWbv9pfm0Nf4T7p4jm8lrC1gCg%3D%3D,shoe_bb_155.png
156,3L1EFR8WWTIOWO67LP8EMRW0XNIF9R,A1PIWVNLBFYV4X,"[{""height"":78,""label"":""Shoe"",""left"":32,""top"":111,""width"":41},{""height"":86,""label"":""Shoe"",""left"":118,""top"":153,""width"":45}]",251,201,https://storage.googleapis.com/shoes_to_label/shoe239.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=GNJ9wGGSAHMRmZsFr%2F7QoHkdDWXUm47WyXynW2i223XLcpsS95P9cJS0153hqavngIDnXdBIDzuqt8zFsKchgJrYxZZgjBTWXlqYQ7TLDVRSF6c5eQOCUOlX1XlsbfsJ46eN4UTfHUVcNRN%2BcM1ToeciOMSvJ3EqvaEwbcgF6csvJnYfVRHSZYdIRv9CyUmXW6emJl294oIvp4YCXU5TgCvzEV%2Bnssmp6yD9tE3Is4v67UfDmHMPWUvIN7NX7qxrOnlkRIhdP3dzX1ogcTVSfU57THz8x3clB6ku%2B1D17eli0DDCgia3S47lZrQRS0rcPNLUXGFYzw1XBCxJMViCUA%3D%3D,shoe_bb_156.png
157,3VMV5CHJZ8SDU3BGUFJDVCXOS9KTG3,A1V88N4CAYSGXK,"[{""height"":428,""label"":""Shoe"",""left"":121,""top"":300,""width"":408}]",760,570,https://storage.googleapis.com/shoes_to_label/shoe1017.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=EJ2mGCcu4cmElpiyWP35IWKD7C6apfDbBh3qhHWvn%2B0Jp8tf%2FdXfHxcbE%2FcnYPMQj95ttldjtAWNhfIXvP3eQG0CVCvTGsLRXf4whanxHZqlg48cl%2F8lfNIx%2FbFTD3Zb%2B1wHFCTwn4GlWNJI%2FZn1TmSNTzZ4vRaZyNuUO63APobKE9TR4gMUL%2B0oKIzZCku3WLjq9PIA5eYo0zGEHEoDexiRaOopIbII2l5udhRiy34p490Bb3ZCcjquNfunC8kG2%2FoIUrmHtW8JLPMQi%2B1A%2FViE9dUXqTzFJr%2BOppyjPBESBx84nqelgMzvZMpVSCFTAK4yNbFOlS3pQBDz66E1Nw%3D%3D,shoe_bb_157.png
158,3I4E7AFQ2KCNL51H2L4GSPP4K11TJ7,A1FI4XZJQXOGPF,"[{""height"":95,""label"":""Shoe"",""left"":45,""top"":112,""width"":105}]",275,183,https://storage.googleapis.com/shoes_to_label/shoe622.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=Sf5xy6nVsudyWYhRyV3lLEzEwamRnbCCNuVwo1w9Tt6SIe5DHOazS2JMStJ6Yu9%2BiQcNFhVS9P%2BXsTe5CnVXoUorYxdu8HL18xYUuoAaso1di1%2B4lv9JP4FdeGIaB%2BC25LrGw7MEcyiFxrS%2Bf8iMkeEm%2F3SmLuo8lFW6RHXJ082c1xV%2BKKo4KJpmjEzUWJBEDRaft9XJx6W%2FD0sneoVTi%2BEqOF8Cm7rjmnTtq7yeOLK3lGkT9UvC2ag4D4v7vs%2F7b%2FDvzLQRAqdJ8UOr%2BeSEjx8XAoihsW3IXUKBtG3BHA6%2FRuFJS1EH%2BuLiWBbi6D5huJXdqEjX%2BOlLg4NR9i9qUg%3D%3D,shoe_bb_158.png
159,3FTID4TN8LBPXHOBFC3SGLUB3SPLYR,A1PIWVNLBFYV4X,"[{""height"":110,""label"":""Shoe"",""left"":63,""top"":56,""width"":226},{""height"":64,""label"":""Shoe"",""left"":129,""top"":17,""width"":115}]",168,300,https://storage.googleapis.com/shoes_to_label/shoe1210.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=oUXEHDJx92s3hDXd8pYQ8%2B8gNQ29rBx19va%2FhCFOZtRuXwB63KtcIGsHg7n7lEBXSWRJFQkSzCho%2FFZBOsSgjnJm1q%2FHih4DASfrZ7Fz7pIaPM24L9LO%2Bul4dQtKkGjjkdI%2FpdvnSfo%2FoADH9i77zd3GftKTY5biKM2Bm16gDEHdvLj91QdKSB4s7R7lzVzkJbef9DkdUODaia9q874rByiwWbEeM6lmBMJs7BZjwwlfpWLAyJQcPRL1C619h69mZStXii3sDvEJ1JoOxHr1FRTb72se5BOPNxKBX7VCiKPdzMrGNEzzsQOUungXoacAPbOYA2%2B%2FaSzc3ixPoigp%2BA%3D%3D,shoe_bb_159.png
160,33BFF6QPI1O4S83MU5H4Z2FESYXW3O,A28QUR0QYD2WI7,"[{""height"":77,""label"":""Shoe"",""left"":156,""top"":73,""width"":35},{""height"":77,""label"":""Shoe"",""left"":90,""top"":78,""width"":42}]",183,275,https://storage.googleapis.com/shoes_to_label/shoe420.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=Q1jmNnoSzwj54cR9l9AyXYlWYDPxFTAa2amW9hM7ij5%2B%2Fo7v7%2FSGwLl80xR6lXcHKRloxwme%2BCfukth3Ha5uYRkZf6UdC6R%2F%2BRih7xZIPePcJJvCwrijGq3axs65jPLVYP5WmSouufJ3xqeQrTU648t5fi709skNoaKupmEUUT%2B2eImH78SwOLu8405uPDpdBy8HI1hHpF%2B4xtPNkHPmv484%2BVgS%2B9F0wslxxehyCghWr48i0PUXwTSgIqcKvMmKXu0lUrTzK9kPgdXgdO2IAZoxwfbHtW4DFt9c6iwvg1sH6KwKCixBDkaymrd6tfsWbswIn3ZXZkI4WjWT1wQkyA%3D%3D,shoe_bb_160.png
161,37MQ8Z1JQE9JWV2356LN1PV2XSY2YJ,A7UNIWDAQROJG,"[{""height"":57,""label"":""Shoe"",""left"":64,""top"":135,""width"":55},{""height"":66,""label"":""Shoe"",""left"":14,""top"":128,""width"":54},{""height"":48,""label"":""Shoe"",""left"":145,""top"":49,""width"":74},{""height"":60,""label"":""Shoe"",""left"":155,""top"":67,""width"":98}]",197,255,https://storage.googleapis.com/shoes_to_label/shoe1018.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=KGgEEa66WD5rlvyiyjvpydJHJYPCaWW4qD0%2BhXoNgBgjlh5KTthNP3uywNquimLzy9kSpzL0phdf6E1Djqs00vV3oZZWuDb4mdLGQb6ypwuKH%2Fs8KQhZ7QZTlBWaIhJBGc75DxXC4uzoklBlU0UXQR4n%2Bsqll%2FQ90v3MuECSAiy8KSevEhVdOuz6nXTRVWV4%2FREykSd4ILX1VZJOgqrvZ6Zkdb%2FpPkw9e21kMQ%2F0UubtnSHtCzj%2F2fqEeVjc7%2B5z7PUcF3saYKbeb6sCHR1u%2FNCosoZrB4JBA7vqx87fZFrr%2F7pCESbVw7a0rlZ6Bv5jblPEitvIa4wBg2oJTTiOsA%3D%3D,shoe_bb_161.png
162,3LEG2HW4UF0DW4L80GTZC4OMRH82FM,A2XQPCBEHMYRSQ,"[{""height"":526,""label"":""Shoe"",""left"":318,""top"":74,""width"":344},{""height"":446,""label"":""Shoe"",""left"":3,""top"":579,""width"":535}]",1025,683,https://storage.googleapis.com/shoes_to_label/shoe1211.jpg?Expires=1593561600&GoogleAccessId=192409338289-compute%40developer.gserviceaccount.com&Signature=azdTJ3TvJKgdyepppF0%2BAYiApDI81ha37OlArmxDpfVfBSS%2F0wZBn7o6yLRMG%2F5iUOOPVbaK0jtv0v66MEZ1WdxKSoPa%2BtXPlUDBYltZNVpfbUu%2Be1bVaxY6ARjZDFbygJOsJAPdy7e7q1o45puvtr49jQy4AZFdjsThQb7jsqh1o9f7uJU%2FoOjxvgxlOk0GD6Kbb%2BwpBdJfpJQ7gvp9b%2FwVmcgMveHtIoxz4uqdwrQVFa0Cpk5H%2BGZw5Gemdb%2FWFlf0%2Bb9Lkvl7%2BFwzsIc0TffdwMfwSq2WgIwSc7K7ZI%2BoIc4AX4KHfftq1YXwbOTqbICHTB%2BWY4lpl5Rtuw%2FcNg%3D%3D,shoe_bb_162.png
